asset_id|measurement_type_id|measurement_prediction_type_id|ts|value
59|2|0|2021-06-26 11:00:00|0.0620999999999999
59|2|0|2021-06-26 12:00:00|0.06762
59|2|0|2021-06-26 13:00:00|0.06762
59|2|0|2021-06-26 14:00:00|0.068655
59|2|0|2021-06-26 15:00:00|0.070035
59|2|0|2021-06-26 16:00:00|0.070725
59|2|0|2021-06-26 17:00:00|0.030705
59|2|0|2021-06-26 18:00:00|0.037605
59|2|0|2021-06-26 19:00:00|0.030015
59|2|0|2021-06-26 20:00:00|0.031395
59|2|0|2021-06-26 21:00:00|0.032775
59|2|0|2021-06-26 22:00:00|0.0344999999999999
59|2|0|2021-06-26 23:00:00|0.038985
59|2|0|2021-06-27 00:00:00|0.03657
59|2|0|2021-06-27 01:00:00|0.03657
59|2|0|2021-06-27 02:00:00|0.03657
59|2|0|2021-06-27 03:00:00|0.03795
59|2|0|2021-06-27 04:00:00|0.03726
59|2|0|2021-06-27 05:00:00|0.03795
59|2|0|2021-06-27 06:00:00|0.034155
59|2|0|2021-06-27 07:00:00|0.031395
59|2|0|2021-06-27 08:00:00|0.032775
59|2|0|2021-06-27 09:00:00|0.0310499999999999
59|2|0|2021-06-27 10:00:00|0.065205
59|2|0|2021-06-27 11:00:00|0.06969
59|2|0|2021-06-27 12:00:00|0.0689999999999999
59|2|0|2021-06-27 13:00:00|0.0689999999999999
59|2|0|2021-06-27 14:00:00|0.07107
59|2|0|2021-06-27 15:00:00|0.07038
59|2|0|2021-06-27 16:00:00|0.067965
59|2|0|2021-06-27 17:00:00|0.0714149999999999
59|2|0|2021-06-27 18:00:00|0.07245
59|2|0|2021-06-27 19:00:00|0.0638249999999999
59|2|0|2021-06-27 20:00:00|0.03174
59|2|0|2021-06-27 21:00:00|0.033465
59|2|0|2021-06-27 22:00:00|0.03312
59|2|0|2021-06-27 23:00:00|0.033465
59|2|0|2021-06-28 00:00:00|0.03312
59|2|0|2021-06-28 01:00:00|0.03381
59|2|0|2021-06-28 02:00:00|0.033465
59|2|0|2021-06-28 03:00:00|0.03381
59|2|0|2021-06-28 04:00:00|0.057615
